Distance_(pixels),Gray_Value
1377,46.2222
1378,45.6077
1379,43.5947
1380,41.4600
1381,39.3949
1382,38.6179
1383,38.7455
1384,39.3642
1385,39.4868
1386,39.9492
1387,40.2637
1388,41.1650
1389,42.3516
1390,42.7966
1391,41.7108
1392,41.3059
1393,40.8887
1394,42.3351
1395,43.5133
1396,44.2833
1397,44.1711
1398,43.9818
1399,43.2182
1400,42.7980
1401,42.8047
1402,42.3674
1403,41.9899
1404,43.1420
1405,43.9233
1406,44.6117
1407,45.0208
1408,45.5787
1409,47.2297
1410,48.6992
1411,49.1314
1412,48.5378
1413,46.2886
1414,44.6260
1415,43.1848
1416,42.9285
1417,43.3790
1418,43.6693
1419,43.1932
1420,42.2130
1421,41.9344
1422,42.3910
1423,43.9737
1424,44.4492
1425,44.2145
1426,43.6289
1427,43.1596
1428,43.9269
1429,45.3011
1430,46.7151
1431,48.0819
1432,48.4850
1433,48.2170
1434,48.5367
1435,49.6822
1436,50.2824
1437,50.8302
1438,50.7793
1439,51.2912
1440,51.9469
1441,52.1144
1442,51.9334
1443,51.6641
1444,51.0768
1445,50.6024
1446,51.1806
1447,53.1364
1448,55.8721
1449,57.7143
1450,58.6091
1451,57.9158
1452,55.6750
1453,54.4637
1454,53.6653
1455,53.5456
1456,53.3962
1457,53.2394
1458,53.2920
1459,53.7435
1460,52.6040
1461,51.8591
1462,50.0507
1463,48.9251
1464,48.1276
1465,46.6311
1466,45.5138
1467,44.1261
1468,42.3329
1469,40.6008
1470,38.6428
1471,36.7627
1472,36.4636
1473,37.1027
1474,37.3929
1475,39.0968
1476,41.1578
1477,41.8977
1478,40.6346
1479,39.1852
1480,39.7217
1481,41.7809
1482,43.3642
1483,44.5687
1484,45.2136
1485,46.8416
1486,49.2274
1487,51.3269
1488,52.2826
1489,53.1773
1490,54.3569
1491,55.2652
1492,54.0601
1493,51.5545
1494,49.3542
1495,47.8959
1496,47.3274
1497,46.2755
1498,45.2344
1499,43.4657
1500,41.4009
1501,39.1687
1502,38.5092
1503,39.0716
1504,39.9022
1505,39.9986
1506,39.4620
1507,38.1982
1508,37.5550
1509,39.4655
1510,41.4878
1511,43.0734
1512,43.3115
1513,43.1489
1514,42.6379
1515,42.4424
1516,42.4265
1517,42.7925
1518,42.5050
1519,42.5706
1520,41.9990
1521,41.6912
1522,41.2055
1523,40.5843
1524,40.6486
1525,41.1797
1526,43.0585
1527,44.9739
1528,44.6882
1529,42.2962
1530,39.2915
1531,38.6078
1532,39.7180
1533,43.1782
1534,47.3286
1535,51.8686
1536,56.1846
1537,60.2793
1538,62.8348
1539,63.6512
1540,63.0047
1541,63.9183
1542,64.7159
1543,63.9329
1544,63.9670
1545,63.2452
1546,62.2662
1547,61.2560
1548,61.0296
1549,61.0119
1550,59.0794
1551,55.8947
1552,53.4494
1553,51.5253
1554,48.3994
1555,45.6395
1556,43.6723
1557,41.3804
1558,39.1445
1559,37.2523
1560,37.1949
1561,38.3877
1562,40.7619
1563,43.3122
1564,44.5723
1565,45.1023
1566,44.0605
1567,40.5805
1568,38.0195
1569,36.8753
1570,36.4273
1571,37.2609
1572,38.7778
1573,39.9858
1574,40.9126
1575,43.7474
1576,46.0792
1577,47.9861
1578,49.2523
1579,49.7600
1580,48.4417
1581,46.4763
1582,47.2980
1583,48.3364
1584,48.1196
1585,48.4018
1586,48.7963
1587,49.1906
1588,49.5539
1589,50.8091
1590,53.6888
1591,54.9958
1592,54.9152
1593,53.2651
1594,51.7902
1595,50.7943
1596,49.5374
1597,46.9234
1598,44.3876
1599,42.6151
1600,39.9310
1601,37.1328
1602,36.5804
1603,36.9334
1604,36.8186
1605,37.0947
1606,37.2601
1607,38.1070
1608,38.9566
1609,38.1870
1610,36.5152
1611,36.7833
1612,38.9711
1613,42.1159
1614,45.6532
1615,47.7597
1616,47.0228
1617,43.6682
1618,39.3643
1619,35.6093
1620,34.2347
1621,34.0650
1622,33.3913
1623,33.2108
1624,33.7844
1625,33.7885
1626,33.1304
1627,32.5217
1628,32.7630
1629,33.2321
1630,34.5285
1631,35.4206
1632,35.9915
1633,36.1029
1634,37.0348
1635,37.9374
1636,38.3712
1637,39.2563
1638,41.2076
1639,42.4873
1640,42.9648
1641,43.0745
1642,43.7823
1643,45.4448
1644,46.0072
1645,45.2841
1646,43.5845
1647,41.8653
1648,40.1768
1649,40.4981
1650,42.1392
1651,42.1319
1652,40.2119
1653,39.4880
1654,40.9388
1655,42.5719
1656,43.0159
1657,41.1427
1658,39.3821
1659,39.1272
1660,39.0776
1661,38.2531
1662,38.8907
1663,40.1309
1664,39.4295
1665,38.6749
1666,38.5991
1667,38.6734
1668,39.1769
1669,40.6896
1670,41.0110
1671,40.4543
1672,40.7157
1673,42.9044
1674,44.6014
1675,44.1712
1676,42.8017
1677,41.5653
1678,40.1421
1679,38.6054
1680,37.0820
1681,37.1935
1682,38.4856
1683,39.3639
1684,38.8773
1685,37.8550
1686,37.1010
1687,36.8580
1688,37.6892
1689,38.9282
1690,39.5006
1691,39.8461
1692,41.9861
1693,44.1468
1694,45.5094
1695,46.4349
1696,46.0931
1697,47.1870
1698,48.8377
1699,51.0092
1700,52.0671
1701,51.1291
1702,51.5829
1703,53.3329
1704,56.1560
1705,57.6169
1706,57.0860
1707,54.0060
1708,51.0439
1709,48.2598
1710,45.5604
1711,43.3576
1712,42.1536
1713,42.2600
